QuestionID_x,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,QuestionID_y,isValid
USROPER.44-044.R4A,Don't know,25,"Which do you think... would be more successful at making a peace that would prevent future wars..., --the Democrats under Roosevelt or the Republicans under Dewey?",,,10/1/1944,The Roper Organization,Fortune Magazine,Roper/Fortune Survey,10/23/1944,10/23/1944,Y,National adult,5188,,Face-to-face interview,,,False
USGALLUP.44-330.Q08B,Roosevelt including leaners,48,"If the Presidential election were being held today, how would you vote--for Dewey, or Roosevelt? (If undecided, ask:) Which way are you leaning at the present time--toward Roosevelt or Dewey?",,,10/1/1944,Gallup Organization,,Gallup Poll (AIPO),10/5/1944,10/10/1944,Y,National Adult,5681,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.44-330.Q08B,Dewey including leaners,47,"If the Presidential election were being held today, how would you vote--for Dewey, or Roosevelt? (If undecided, ask:) Which way are you leaning at the present time--toward Roosevelt or Dewey?",,,10/1/1944,Gallup Organization,,Gallup Poll (AIPO),10/5/1944,10/10/1944,Y,National Adult,5681,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.44-330.Q08B,Others (vol.),1,"If the Presidential election were being held today, how would you vote--for Dewey, or Roosevelt? (If undecided, ask:) Which way are you leaning at the present time--toward Roosevelt or Dewey?",,,10/1/1944,Gallup Organization,,Gallup Poll (AIPO),10/5/1944,10/10/1944,Y,National Adult,5681,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.44-330.Q08B,Undecided,5,"If the Presidential election were being held today, how would you vote--for Dewey, or Roosevelt? (If undecided, ask:) Which way are you leaning at the present time--toward Roosevelt or Dewey?",,,10/1/1944,Gallup Organization,,Gallup Poll (AIPO),10/5/1944,10/10/1944,Y,National Adult,5681,,Face-to-face interview,Sample size is approximate.,,True
31093629.00019,Roosevelt,50,"If the war is still going on in Europe in November, do you think you will vote for (Franklin) Roosevelt or (Thomas) Dewey?",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 10,07/26/1944,07/26/1944,Y,Adult residents of Minnesota--21 years old and over,1002,,Face-to-face interview,,,True
31093629.00019,Dewey,41,"If the war is still going on in Europe in November, do you think you will vote for (Franklin) Roosevelt or (Thomas) Dewey?",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 10,07/26/1944,07/26/1944,Y,Adult residents of Minnesota--21 years old and over,1002,,Face-to-face interview,,,True
31093629.00019,Other answers,*,"If the war is still going on in Europe in November, do you think you will vote for (Franklin) Roosevelt or (Thomas) Dewey?",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 10,07/26/1944,07/26/1944,Y,Adult residents of Minnesota--21 years old and over,1002,,Face-to-face interview,,,True
31093629.00019,Undecided,7,"If the war is still going on in Europe in November, do you think you will vote for (Franklin) Roosevelt or (Thomas) Dewey?",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 10,07/26/1944,07/26/1944,Y,Adult residents of Minnesota--21 years old and over,1002,,Face-to-face interview,,,True
31093629.00019,Will not vote,2,"If the war is still going on in Europe in November, do you think you will vote for (Franklin) Roosevelt or (Thomas) Dewey?",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 10,07/26/1944,07/26/1944,Y,Adult residents of Minnesota--21 years old and over,1002,,Face-to-face interview,,,True
31093629.00019,,1,"If the war is still going on in Europe in November, do you think you will vote for (Franklin) Roosevelt or (Thomas) Dewey?",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 10,07/26/1944,07/26/1944,Y,Adult residents of Minnesota--21 years old and over,1002,,Face-to-face interview,,,True
USGALLUP.44-318.QT07B1,Knows most about war--war strategy--understands war--shouldn't change horses in the middle of the war (Dewey doesn't know about war business),27,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.44-318.QT07B1,Understands foreign affairs--knows international affairs--knows world situation--will handle peace well--(don't think Dewey knows foreign affairs),8,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.44-318.QT07B1,Most experienced man--knows more--knows his job--more knowledge of conditions--inside knowledge--knows more about today's situation--has had most experience--best fitted for job--shouldn't change,37,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.44-318.QT07B1,Has done well all along--did best--work he's done is fine--a good man (non-specific)--doing well,13,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.44-318.QT07B1,"His accomplishments: social security, pensions, pulled us out of depression, took country in bad shape",6,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.44-318.QT07B1,Best for common man--he's good to the poor--did much for poor,5,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.44-318.QT07B1,Best man for labor--did lot for workers,2,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.44-318.QT07B1,"His personality: he's square, honest, courage of his convictions, etc.",1,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.44-318.QT07B1,Am a Democrat,2,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.44-318.QT07B1,Don't like Dewey,1,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.44-318.QT07B1,Miscellaneous,*,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.44-318.QT07B1,No answer/Don't know,3,Why do you think he (Roosevelt) is the best man (for President)?,,Asked of Form T half sample who picked Roosevelt (52% Form T). Adds to more than 100% due to multiple responses.,05/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/11/1944,05/17/1944,Y,National Adult,2648,,Face-to-face interview,"Form K interviewed May 11-16, 1944, Form T May 12-17, 1944. Sample size is approximate.",,False
USGALLUP.42-283.QK08,Anyone but F.D.R. (Franklin Delano Roosevelt),1,Whom would you like to see elected President of the country in 1944?,Other is the total of all other mentions less than .5 percent each.,Asked of Form K half sample.,11/1/1942,Gallup Organization,,Gallup Poll (AIPO),11/12/1942,11/17/1942,Y,National Adult,3019,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.42-283.QK08,Roosevelt if war is still on,2,Whom would you like to see elected President of the country in 1944?,Other is the total of all other mentions less than .5 percent each.,Asked of Form K half sample.,11/1/1942,Gallup Organization,,Gallup Poll (AIPO),11/12/1942,11/17/1942,Y,National Adult,3019,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.42-283.QK08,Any Democrat,2,Whom would you like to see elected President of the country in 1944?,Other is the total of all other mentions less than .5 percent each.,Asked of Form K half sample.,11/1/1942,Gallup Organization,,Gallup Poll (AIPO),11/12/1942,11/17/1942,Y,National Adult,3019,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.42-283.QK08,"Roosevelt, Franklin D.",20,Whom would you like to see elected President of the country in 1944?,Other is the total of all other mentions less than .5 percent each.,Asked of Form K half sample.,11/1/1942,Gallup Organization,,Gallup Poll (AIPO),11/12/1942,11/17/1942,Y,National Adult,3019,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.42-283.QK08,"Willkie, Wendell",14,Whom would you like to see elected President of the country in 1944?,Other is the total of all other mentions less than .5 percent each.,Asked of Form K half sample.,11/1/1942,Gallup Organization,,Gallup Poll (AIPO),11/12/1942,11/17/1942,Y,National Adult,3019,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.42-283.QK08,"Dewey, Thomas",11,Whom would you like to see elected President of the country in 1944?,Other is the total of all other mentions less than .5 percent each.,Asked of Form K half sample.,11/1/1942,Gallup Organization,,Gallup Poll (AIPO),11/12/1942,11/17/1942,Y,National Adult,3019,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.42-283.QK08,"Wallace, Henry",3,Whom would you like to see elected President of the country in 1944?,Other is the total of all other mentions less than .5 percent each.,Asked of Form K half sample.,11/1/1942,Gallup Organization,,Gallup Poll (AIPO),11/12/1942,11/17/1942,Y,National Adult,3019,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.42-283.QK08,"Bricker, John",1,Whom would you like to see elected President of the country in 1944?,Other is the total of all other mentions less than .5 percent each.,Asked of Form K half sample.,11/1/1942,Gallup Organization,,Gallup Poll (AIPO),11/12/1942,11/17/1942,Y,National Adult,3019,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.42-283.QK08,MacArthur,1,Whom would you like to see elected President of the country in 1944?,Other is the total of all other mentions less than .5 percent each.,Asked of Form K half sample.,11/1/1942,Gallup Organization,,Gallup Poll (AIPO),11/12/1942,11/17/1942,Y,National Adult,3019,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.42-283.QK08,Other,5,Whom would you like to see elected President of the country in 1944?,Other is the total of all other mentions less than .5 percent each.,Asked of Form K half sample.,11/1/1942,Gallup Organization,,Gallup Poll (AIPO),11/12/1942,11/17/1942,Y,National Adult,3019,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.42-283.QK08,No answer,40,Whom would you like to see elected President of the country in 1944?,Other is the total of all other mentions less than .5 percent each.,Asked of Form K half sample.,11/1/1942,Gallup Organization,,Gallup Poll (AIPO),11/12/1942,11/17/1942,Y,National Adult,3019,,Face-to-face interview,Sample size is approximate.,,True
USROPER.44-041.R3A,Roosevelt,52,"If both the war in Europe and the war in the Pacific are still going on at the time of the next presidential election (1944), and you had to choose between Roosevelt and Dewey, which would you probably vote for?",,,07/10/1944,The Roper Organization,Fortune Magazine,Roper/Fortune Survey,06/30/1944,07/10/1944,Y,National adult,4091,,Face-to-face interview,,,True
USROPER.44-041.R3A,Dewey,40,"If both the war in Europe and the war in the Pacific are still going on at the time of the next presidential election (1944), and you had to choose between Roosevelt and Dewey, which would you probably vote for?",,,07/10/1944,The Roper Organization,Fortune Magazine,Roper/Fortune Survey,06/30/1944,07/10/1944,Y,National adult,4091,,Face-to-face interview,,,True
USROPER.44-041.R3A,Don't know,8,"If both the war in Europe and the war in the Pacific are still going on at the time of the next presidential election (1944), and you had to choose between Roosevelt and Dewey, which would you probably vote for?",,,07/10/1944,The Roper Organization,Fortune Magazine,Roper/Fortune Survey,06/30/1944,07/10/1944,Y,National adult,4091,,Face-to-face interview,,,True
31093629.00028,Dewey,38,"Regardless of whom you plan to vote for, which man do you believe would--Run the government most efficiently?...(Thomas) Dewey, (Franklin) Roosevelt, neither",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 10,07/26/1944,07/26/1944,Y,Adult residents of Minnesota--21 years old and over,1002,,Face-to-face interview,,,False
31093629.00028,Roosevelt,41,"Regardless of whom you plan to vote for, which man do you believe would--Run the government most efficiently?...(Thomas) Dewey, (Franklin) Roosevelt, neither",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 10,07/26/1944,07/26/1944,Y,Adult residents of Minnesota--21 years old and over,1002,,Face-to-face interview,,,False
31093629.00028,Don't know,20,"Regardless of whom you plan to vote for, which man do you believe would--Run the government most efficiently?...(Thomas) Dewey, (Franklin) Roosevelt, neither",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 10,07/26/1944,07/26/1944,Y,Adult residents of Minnesota--21 years old and over,1002,,Face-to-face interview,,,False
31093629.00028,Neither,1,"Regardless of whom you plan to vote for, which man do you believe would--Run the government most efficiently?...(Thomas) Dewey, (Franklin) Roosevelt, neither",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 10,07/26/1944,07/26/1944,Y,Adult residents of Minnesota--21 years old and over,1002,,Face-to-face interview,,,False
31093629.00028,,*,"Regardless of whom you plan to vote for, which man do you believe would--Run the government most efficiently?...(Thomas) Dewey, (Franklin) Roosevelt, neither",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 10,07/26/1944,07/26/1944,Y,Adult residents of Minnesota--21 years old and over,1002,,Face-to-face interview,,,False
USGALLUP.080843.RK14B,Roosevelt,55,"If the presidential election were being held today and Franklin Roosevelt were running for President on the Democratic ticket against Thomas E. Dewey on the Republican ticket, how do you think you would vote?",,,08/8/1943,Gallup Organization,,Gallup Poll,07/9/1943,07/14/1943,Y,National Adult,3055,,Face-to-face interview,Sample size is approximate.,,True
USGALLUP.080843.RK14B,Dewey,45,"If the presidential election were being held today and Franklin Roosevelt were running for President on the Democratic ticket against Thomas E. Dewey on the Republican ticket, how do you think you would vote?",,,08/8/1943,Gallup Organization,,Gallup Poll,07/9/1943,07/14/1943,Y,National Adult,3055,,Face-to-face interview,Sample size is approximate.,,True
USROPER.44-041.R3C,Roosevelt,67,"If the war is over in both places (Europe and the Pacific), but the peace terms are not fully worked out, which would you probably vote for--Roosevelt or Dewey?",,Asked only of those who said they would vote for Roosevelt if the war in Europe and the Pacific are still going on at the time of the next presidential election or who didn't know (60%),07/10/1944,The Roper Organization,Fortune Magazine,Roper/Fortune Survey,06/30/1944,07/10/1944,Y,National adult,4091,,Face-to-face interview,,,True
USROPER.44-041.R3C,Dewey,15,"If the war is over in both places (Europe and the Pacific), but the peace terms are not fully worked out, which would you probably vote for--Roosevelt or Dewey?",,Asked only of those who said they would vote for Roosevelt if the war in Europe and the Pacific are still going on at the time of the next presidential election or who didn't know (60%),07/10/1944,The Roper Organization,Fortune Magazine,Roper/Fortune Survey,06/30/1944,07/10/1944,Y,National adult,4091,,Face-to-face interview,,,True
USROPER.44-041.R3C,Don't know,18,"If the war is over in both places (Europe and the Pacific), but the peace terms are not fully worked out, which would you probably vote for--Roosevelt or Dewey?",,Asked only of those who said they would vote for Roosevelt if the war in Europe and the Pacific are still going on at the time of the next presidential election or who didn't know (60%),07/10/1944,The Roper Organization,Fortune Magazine,Roper/Fortune Survey,06/30/1944,07/10/1944,Y,National adult,4091,,Face-to-face interview,,,True
31093630.00010,Roosevelt,49,"If the election were held today, would you vote for (Franklin) Roosevelt or (Thomas) Dewey? ...Roosevelt, Dewey, Undecided, Will not vote",,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 11,08/16/1944,08/16/1944,Y,Adult residents of Minnesota--21 years old and over,600,,Face-to-face interview,,,True
31093630.00010,Dewey,37,"If the election were held today, would you vote for (Franklin) Roosevelt or (Thomas) Dewey? ...Roosevelt, Dewey, Undecided, Will not vote",,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 11,08/16/1944,08/16/1944,Y,Adult residents of Minnesota--21 years old and over,600,,Face-to-face interview,,,True
31093630.00010,Undecided,13,"If the election were held today, would you vote for (Franklin) Roosevelt or (Thomas) Dewey? ...Roosevelt, Dewey, Undecided, Will not vote",,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 11,08/16/1944,08/16/1944,Y,Adult residents of Minnesota--21 years old and over,600,,Face-to-face interview,,,True
31093630.00010,Will not vote,1,"If the election were held today, would you vote for (Franklin) Roosevelt or (Thomas) Dewey? ...Roosevelt, Dewey, Undecided, Will not vote",,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 11,08/16/1944,08/16/1944,Y,Adult residents of Minnesota--21 years old and over,600,,Face-to-face interview,,,True
31093630.00010,,*,"If the election were held today, would you vote for (Franklin) Roosevelt or (Thomas) Dewey? ...Roosevelt, Dewey, Undecided, Will not vote",,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 11,08/16/1944,08/16/1944,Y,Adult residents of Minnesota--21 years old and over,600,,Face-to-face interview,,,True
USROPER.44-041.R3B,Roosevelt,78,"If the war in Europe is over, but the war in the Pacific is still going on, which would you probably vote for (in the 1944 presidential election)--Roosevelt or Dewey?",,Asked only of those who said they would vote for Roosevelt if the war in Europe and the Pacific are still going on at the time of the next presidential election or who didn't know (60%),07/10/1944,The Roper Organization,Fortune Magazine,Roper/Fortune Survey,06/30/1944,07/10/1944,Y,National adult,4091,,Face-to-face interview,,,True
USROPER.44-041.R3B,Dewey,8,"If the war in Europe is over, but the war in the Pacific is still going on, which would you probably vote for (in the 1944 presidential election)--Roosevelt or Dewey?",,Asked only of those who said they would vote for Roosevelt if the war in Europe and the Pacific are still going on at the time of the next presidential election or who didn't know (60%),07/10/1944,The Roper Organization,Fortune Magazine,Roper/Fortune Survey,06/30/1944,07/10/1944,Y,National adult,4091,,Face-to-face interview,,,True
USROPER.44-041.R3B,Don't know,14,"If the war in Europe is over, but the war in the Pacific is still going on, which would you probably vote for (in the 1944 presidential election)--Roosevelt or Dewey?",,Asked only of those who said they would vote for Roosevelt if the war in Europe and the Pacific are still going on at the time of the next presidential election or who didn't know (60%),07/10/1944,The Roper Organization,Fortune Magazine,Roper/Fortune Survey,06/30/1944,07/10/1944,Y,National adult,4091,,Face-to-face interview,,,True
USGALLUP.43-306.QK02A,Republicans,32,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.43-306.QK02A,Democrats provided Roosevelt runs,44,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.43-306.QK02A,"Democrat box checked, if war on",2,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.43-306.QK02A,"Republican box checked, if war on",1,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.43-306.QK02A,Depends on war,2,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.43-306.QK02A,Republican box checked--unless Willkie is nominated,*,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.43-306.QK02A,Republican box checked--if Roosevelt doesn't urn,*,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.43-306.QK02A,Depends on candidates,1,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.43-306.QK02A,Republican box checked--if Dewey is nominated,*,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.43-306.QK02A,Depends on soldier's vote,*,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.43-306.QK02A,Miscellaneous,*,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.43-306.QK02A,Undecided,17,"Regardless of how you, yourself, feel which party do you think will win the Presidential election next year?",* = less than .5 percent.,Asked of Form K half sample,11/1/1943,Gallup Organization,,Gallup Poll (AIPO),11/11/1943,11/17/1943,Y,National Adult,3049,,Face-to-face interview,"Form K interviewed Nov. 11-16, 1943, Form T Nov. 12-17, 1943. Sample size is approximate.",,False
USGALLUP.44-319.QK06C,May change,15,"Is there a fair chance that you may change your mind between now and election, or are you pretty sure you will vote for (man named by respondent they would vote for President between Roosevelt and Dewey)?",,Asked of Form K half sample.,06/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/25/1944,05/31/1944,Y,National Adult,3041,,Face-to-face interview,"Form K interviewed 5/25--30/44, Form T 5/26-31/44, Sample size is approximate.",,False
USGALLUP.44-319.QK06C,Will vote for man,79,"Is there a fair chance that you may change your mind between now and election, or are you pretty sure you will vote for (man named by respondent they would vote for President between Roosevelt and Dewey)?",,Asked of Form K half sample.,06/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/25/1944,05/31/1944,Y,National Adult,3041,,Face-to-face interview,"Form K interviewed 5/25--30/44, Form T 5/26-31/44, Sample size is approximate.",,False
USGALLUP.44-319.QK06C,Don't know,7,"Is there a fair chance that you may change your mind between now and election, or are you pretty sure you will vote for (man named by respondent they would vote for President between Roosevelt and Dewey)?",,Asked of Form K half sample.,06/1/1944,Gallup Organization,,Gallup Poll (AIPO),05/25/1944,05/31/1944,Y,National Adult,3041,,Face-to-face interview,"Form K interviewed 5/25--30/44, Form T 5/26-31/44, Sample size is approximate.",,False
31093628.00013,Roosevelt,35,"Now, suppose the war is still going on in Europe in the fall but it looks as though it might be over in a few months, for whom will you vote?...(Franklin) Roosevelt, (Thomas) Dewey",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 9,07/5/1944,07/5/1944,Y,Adult residents of Minnesota--21 years old and over,877,,Face-to-face interview,,,True
31093628.00013,Dewey,48,"Now, suppose the war is still going on in Europe in the fall but it looks as though it might be over in a few months, for whom will you vote?...(Franklin) Roosevelt, (Thomas) Dewey",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 9,07/5/1944,07/5/1944,Y,Adult residents of Minnesota--21 years old and over,877,,Face-to-face interview,,,True
31093628.00013,Other,*,"Now, suppose the war is still going on in Europe in the fall but it looks as though it might be over in a few months, for whom will you vote?...(Franklin) Roosevelt, (Thomas) Dewey",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 9,07/5/1944,07/5/1944,Y,Adult residents of Minnesota--21 years old and over,877,,Face-to-face interview,,,True
31093628.00013,Don't know,14,"Now, suppose the war is still going on in Europe in the fall but it looks as though it might be over in a few months, for whom will you vote?...(Franklin) Roosevelt, (Thomas) Dewey",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 9,07/5/1944,07/5/1944,Y,Adult residents of Minnesota--21 years old and over,877,,Face-to-face interview,,,True
31093628.00013,Will not vote,1,"Now, suppose the war is still going on in Europe in the fall but it looks as though it might be over in a few months, for whom will you vote?...(Franklin) Roosevelt, (Thomas) Dewey",* = Less than .5 percent.,,04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 9,07/5/1944,07/5/1944,Y,Adult residents of Minnesota--21 years old and over,877,,Face-to-face interview,,,True
