QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,isValid
USHARRIS.102876.R1,Ford,41,Who would you trust more to inspire confidence personally in the White House--Gerald Ford or Jimmy Carter?,,,10/28/1976,Louis Harris & Associates,,Harris Survey,10/19/1976,10/20/1976,Y,Likely voters,1893,,Face-to-face interview,,False
USHARRIS.102876.R1,Carter,42,Who would you trust more to inspire confidence personally in the White House--Gerald Ford or Jimmy Carter?,,,10/28/1976,Louis Harris & Associates,,Harris Survey,10/19/1976,10/20/1976,Y,Likely voters,1893,,Face-to-face interview,,False
USHARRIS.102876.R1,Not sure,17,Who would you trust more to inspire confidence personally in the White House--Gerald Ford or Jimmy Carter?,,,10/28/1976,Louis Harris & Associates,,Harris Survey,10/19/1976,10/20/1976,Y,Likely voters,1893,,Face-to-face interview,,False
USCBSNYT.101476.R38I,Ford,23,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits both people equally, just say so.)...He promises things he can't deliver.",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.101476.R38I,Carter,31,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits both people equally, just say so.)...He promises things he can't deliver.",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.101476.R38I,Don't know,46,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits both people equally, just say so.)...He promises things he can't deliver.",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USYANK.768540.Q07A,Yes,76,Did you watch the (Presidential) debate between Ford and Carter on television last Thursday night?,,,09/29/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",09/25/1976,09/29/1976,Y,Registered voters,1304,,Telephone Interview,,False
USYANK.768540.Q07A,No,24,Did you watch the (Presidential) debate between Ford and Carter on television last Thursday night?,,,09/29/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",09/25/1976,09/29/1976,Y,Registered voters,1304,,Telephone Interview,,False
USCBSNYT.76DEB3.R32,Ford,32,Which (1976) presidential candidate do you think is more likely to do a better job streamlining the government and making it more efficient?,,,10/27/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/24/1976,10/27/1976,Y,Registered Voters,2025,,Telephone Interview,,False
USCBSNYT.76DEB3.R32,Carter,47,Which (1976) presidential candidate do you think is more likely to do a better job streamlining the government and making it more efficient?,,,10/27/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/24/1976,10/27/1976,Y,Registered Voters,2025,,Telephone Interview,,False
USCBSNYT.76DEB3.R32,Someone else (vol.),1,Which (1976) presidential candidate do you think is more likely to do a better job streamlining the government and making it more efficient?,,,10/27/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/24/1976,10/27/1976,Y,Registered Voters,2025,,Telephone Interview,,False
USCBSNYT.76DEB3.R32,No one (vol.),7,Which (1976) presidential candidate do you think is more likely to do a better job streamlining the government and making it more efficient?,,,10/27/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/24/1976,10/27/1976,Y,Registered Voters,2025,,Telephone Interview,,False
USCBSNYT.76DEB3.R32,Don't know,14,Which (1976) presidential candidate do you think is more likely to do a better job streamlining the government and making it more efficient?,,,10/27/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/24/1976,10/27/1976,Y,Registered Voters,2025,,Telephone Interview,,False
USCBSNYT.092676.R09G,Ford,34,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits other people equally, just say so.)...He's more sincere.",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
USCBSNYT.092676.R09G,Carter,39,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits other people equally, just say so.)...He's more sincere.",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
USCBSNYT.092676.R09G,Neither (vol.),5,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits other people equally, just say so.)...He's more sincere.",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
USCBSNYT.092676.R09G,Both (vol.)/Don't know/No answer,22,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits other people equally, just say so.)...He's more sincere.",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
USCBSNYT.101476.R38B,Ford,24,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits both people equally, just say so.)...I think he really cares about people like me.",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.101476.R38B,Carter,52,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits both people equally, just say so.)...I think he really cares about people like me.",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.101476.R38B,Don't know,24,"(Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits both people equally, just say so.)...I think he really cares about people like me.",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB3.R38A,Ford,42,"Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits both people equally, just say so....He's more of a leader.",,,10/27/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/24/1976,10/27/1976,Y,Registered Voters,2025,,Telephone Interview,,False
USCBSNYT.76DEB3.R38A,Carter,35,"Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits both people equally, just say so....He's more of a leader.",,,10/27/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/24/1976,10/27/1976,Y,Registered Voters,2025,,Telephone Interview,,False
USCBSNYT.76DEB3.R38A,Both the same,9,"Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits both people equally, just say so....He's more of a leader.",,,10/27/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/24/1976,10/27/1976,Y,Registered Voters,2025,,Telephone Interview,,False
USCBSNYT.76DEB3.R38A,Neither,8,"Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits both people equally, just say so....He's more of a leader.",,,10/27/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/24/1976,10/27/1976,Y,Registered Voters,2025,,Telephone Interview,,False
USCBSNYT.76DEB3.R38A,Don't know,5,"Now, I would like to read you a list of sentences that people have used about candidates for public office. For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better. If you feel the sentence fits neither person, or fits both people equally, just say so....He's more of a leader.",,,10/27/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/24/1976,10/27/1976,Y,Registered Voters,2025,,Telephone Interview,,False
USYANK.768560.Q3C,Carter,39,"Every candidate has his strong points and his weak points. I'd like to know your honest opinion about each one of the (Presidential) candidates regardless of how you finally decide to vote. Which one do you think will ...Be someone you can really trust to do the right thing... Carter, Ford, both the same or neither one?",,Registered voters who watched Carter-Ford debate (67%),10/22/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",10/16/1976,10/19/1976,Y,National Adult,586,,Telephone Interview,Re-interviews with 586 out of an original sample of 1574 registered voters first interviewed 10/16-19/76.,False
USYANK.768560.Q3C,Ford,37,"Every candidate has his strong points and his weak points. I'd like to know your honest opinion about each one of the (Presidential) candidates regardless of how you finally decide to vote. Which one do you think will ...Be someone you can really trust to do the right thing... Carter, Ford, both the same or neither one?",,Registered voters who watched Carter-Ford debate (67%),10/22/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",10/16/1976,10/19/1976,Y,National Adult,586,,Telephone Interview,Re-interviews with 586 out of an original sample of 1574 registered voters first interviewed 10/16-19/76.,False
USYANK.768560.Q3C,Both,16,"Every candidate has his strong points and his weak points. I'd like to know your honest opinion about each one of the (Presidential) candidates regardless of how you finally decide to vote. Which one do you think will ...Be someone you can really trust to do the right thing... Carter, Ford, both the same or neither one?",,Registered voters who watched Carter-Ford debate (67%),10/22/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",10/16/1976,10/19/1976,Y,National Adult,586,,Telephone Interview,Re-interviews with 586 out of an original sample of 1574 registered voters first interviewed 10/16-19/76.,False
USYANK.768560.Q3C,Neither,9,"Every candidate has his strong points and his weak points. I'd like to know your honest opinion about each one of the (Presidential) candidates regardless of how you finally decide to vote. Which one do you think will ...Be someone you can really trust to do the right thing... Carter, Ford, both the same or neither one?",,Registered voters who watched Carter-Ford debate (67%),10/22/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",10/16/1976,10/19/1976,Y,National Adult,586,,Telephone Interview,Re-interviews with 586 out of an original sample of 1574 registered voters first interviewed 10/16-19/76.,False
USROPER.76-9.R50,"Yes, watched debate and thought Carter won",23,"Did you watch the first (1976 presidential) debate on television between Carter and Ford a couple of weeks ago? (If yes) Regardless of which candidate you prefer, who would you say did the best job--or won that first debate--Carter or Ford?",,,11/1/1976,The Roper Organization,,Roper Report 76-9,10/2/1976,10/9/1976,Y,National adult,2002,,Face-to-face interview,,False
USROPER.76-9.R50,"Yes, watched debate and thought Ford won",36,"Did you watch the first (1976 presidential) debate on television between Carter and Ford a couple of weeks ago? (If yes) Regardless of which candidate you prefer, who would you say did the best job--or won that first debate--Carter or Ford?",,,11/1/1976,The Roper Organization,,Roper Report 76-9,10/2/1976,10/9/1976,Y,National adult,2002,,Face-to-face interview,,False
USROPER.76-9.R50,"Yes, watched debate and thought it was about even (Vol.)",36,"Did you watch the first (1976 presidential) debate on television between Carter and Ford a couple of weeks ago? (If yes) Regardless of which candidate you prefer, who would you say did the best job--or won that first debate--Carter or Ford?",,,11/1/1976,The Roper Organization,,Roper Report 76-9,10/2/1976,10/9/1976,Y,National adult,2002,,Face-to-face interview,,False
USROPER.76-9.R50,"Yes, watched debate and don't know who won",5,"Did you watch the first (1976 presidential) debate on television between Carter and Ford a couple of weeks ago? (If yes) Regardless of which candidate you prefer, who would you say did the best job--or won that first debate--Carter or Ford?",,,11/1/1976,The Roper Organization,,Roper Report 76-9,10/2/1976,10/9/1976,Y,National adult,2002,,Face-to-face interview,,False
USROPER.76-9.R50,"No, did not watch debate",33,"Did you watch the first (1976 presidential) debate on television between Carter and Ford a couple of weeks ago? (If yes) Regardless of which candidate you prefer, who would you say did the best job--or won that first debate--Carter or Ford?",,,11/1/1976,The Roper Organization,,Roper Report 76-9,10/2/1976,10/9/1976,Y,National adult,2002,,Face-to-face interview,,False
USCBSNYT.101476.R30,Ford,30,Which (1976) presidential candidate do you think is more likely to do a better job streamlining the government and making it more efficient?,,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.101476.R30,Carter,46,Which (1976) presidential candidate do you think is more likely to do a better job streamlining the government and making it more efficient?,,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.101476.R30,Someone else,2,Which (1976) presidential candidate do you think is more likely to do a better job streamlining the government and making it more efficient?,,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.101476.R30,No one,7,Which (1976) presidential candidate do you think is more likely to do a better job streamlining the government and making it more efficient?,,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.101476.R30,Don't know,16,Which (1976) presidential candidate do you think is more likely to do a better job streamlining the government and making it more efficient?,,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USYANK.768550.Q07A,Carter,42,"Every candidate has his strong points and his weak points. Now I'd like to know your honest opinion about each one of the major (1976 Presidential) candidates regardless of how you finally decide to vote. Who do you think would do more to...Reduce the unfairness in American life... Carter or Ford, both the same or neither one?",,,10/19/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",10/16/1976,10/19/1976,Y,Registered voters,1574,,Telephone Interview,,False
USYANK.768550.Q07A,Ford,22,"Every candidate has his strong points and his weak points. Now I'd like to know your honest opinion about each one of the major (1976 Presidential) candidates regardless of how you finally decide to vote. Who do you think would do more to...Reduce the unfairness in American life... Carter or Ford, both the same or neither one?",,,10/19/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",10/16/1976,10/19/1976,Y,Registered voters,1574,,Telephone Interview,,False
USYANK.768550.Q07A,Both same,19,"Every candidate has his strong points and his weak points. Now I'd like to know your honest opinion about each one of the major (1976 Presidential) candidates regardless of how you finally decide to vote. Who do you think would do more to...Reduce the unfairness in American life... Carter or Ford, both the same or neither one?",,,10/19/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",10/16/1976,10/19/1976,Y,Registered voters,1574,,Telephone Interview,,False
USYANK.768550.Q07A,Neither,17,"Every candidate has his strong points and his weak points. Now I'd like to know your honest opinion about each one of the major (1976 Presidential) candidates regardless of how you finally decide to vote. Who do you think would do more to...Reduce the unfairness in American life... Carter or Ford, both the same or neither one?",,,10/19/1976,"Yankelovich, Skelly & White",Time Magazine,"Time/Yankelovich, Skelly & White Poll",10/16/1976,10/19/1976,Y,Registered voters,1574,,Telephone Interview,,False
USCAMREP.76OCT.R323B,Did a good job,19,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76OCT.R323B,Don't like other candidates,15,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76OCT.R323B,Experienced,9,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76OCT.R323B,Honest,6,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76OCT.R323B,Afraid of Carter,6,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76OCT.R323B,Qualified,5,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76OCT.R323B,Conservative,5,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76OCT.R323B,Views in general,5,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76OCT.R323B,Best man,5,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76OCT.R323B,Republican,5,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76OCT.R323B,Other,18,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCAMREP.76OCT.R323B,Don't know,3,"Why did you favor that candidate (Gerald Ford in the Presidential election November 2, 1976)?",,Asked of those who voted for President and voted for Ford (29% of those who voted),10/1/1976,Cambridge Reports/Research International,,Cambridge Reports/National Omnibus Survey,10/1/1976,10/31/1976,N,National adult,1500,,Face-to-face interview,Sample size is approximate.,False
USCBSNYT.76DEB2.Q37,Ford,16,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB2.Q37,Reagan,25,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB2.Q37,Bayh,1,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB2.Q37,Brown,10,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB2.Q37,Carter,14,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB2.Q37,Church,3,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB2.Q37,Humphrey,9,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB2.Q37,Jackson,2,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB2.Q37,Kennedy,6,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB2.Q37,Wallace,4,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB2.Q37,Udall,5,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB2.Q37,Other candidate (Vol.)/Don't know/No answer,6,"During the (1976 Presidential) primary election campaign last Spring, which one of all the candidates in either party did you like the best: (Gerald) Ford, (Ronald) Reagan, (Birch) Bayh, (Jerry) Brown, (Jimmy) Carter, (Frank) Church, (Hubert) Humphrey, (Henry M.) Jackson, (Edward) Kennedy, (Morris) Udall, or (George) Wallace?",,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.092676.R11A,Yes,79,Have you followed the (first 1976 Presidential) debate between Gerald Ford and Jimmy Carter?,,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
USCBSNYT.092676.R11A,No,20,Have you followed the (first 1976 Presidential) debate between Gerald Ford and Jimmy Carter?,,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
USCBSNYT.092676.R11A,Don't know/No answer,1,Have you followed the (first 1976 Presidential) debate between Gerald Ford and Jimmy Carter?,,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
USCBSNYT.101476.R54,Yes,53,Did you read about the second (1976 Ford-Carter Presidential) debate last Wednesday in the newspaper?,,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.101476.R54,No,47,Did you read about the second (1976 Ford-Carter Presidential) debate last Wednesday in the newspaper?,,,10/14/1976,CBS News; New York Times,,CBS News/New York Times Poll,10/8/1976,10/12/1976,Y,Registered Voters,1800,,Telephone Interview,,False
USCBSNYT.76DEB1.Q09B,Ford,26,"(I would like to read you a list of sentences that people have used about candidates for public office.  For each sentence, I would like you to tell me whether it fits Gerald Ford or Jimmy Carter better.  If you feel the sentence fits neither person, or fits both people equally, just say so.)?I think he really cares about people like me.",,,09/30/1976,CBS News; New York Times,,CBS News/New York Times Poll,09/24/1976,09/25/1976,Y,Registered Voters,1167,,Telephone Interview,,False
