QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USSRBI.022707.R12H,"How favorable an impression do you have of ...Mitt Romney...very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable",nan,Asked of Registered voters who have heard of this candidate (53% of registered voters),02/27/2007,"Schulman, Ronca & Bucuvalas, Inc.",Time Magazine,Time/SRBI Poll,02/23/2007,02/26/2007,Y,National adult,1361,Q12_8,Telephone Interview,nan,48.0,31.0,20.0
USPRRI.10VALUES.R15A,"Now I'd like your views on some political leaders.  As I read some names, please tell me if you have a favorable or unfavorable opinion of each person....Mitt Romney...Would you say your overall opinion is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,10/5/2010,Public Religion Research Institute,nan,Public Religion Research Institute Pre-election American Values Survey 2010,09/1/2010,09/14/2010,Y,National adult,3013,Q15A,Telephone Interview,"The survey was made possible by funding from the Ford Foundation, with additional support from the Nathan Cummings Foundation.  Interviews were conducted by Directions in Research.  2413 respondents were interviewed on landline telephones, and 600 were interviewed on cell phones.",38.0,32.0,30.0
USPSRA.011608.R11C,"(Now I'd like your views on some people.  As I read some names, please tell me if you have a favorable or unfavorable opinion of each person.) Would you say your overall opinion of...Mitt Romney is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,01/16/2008,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,01/9/2008,01/13/2008,Y,National adult,1515,Q11C,Telephone Interview,nan,31.0,43.0,26.0
USORC.011208.R01F,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Former Massachusetts Governor Mitt Romney",nan,nan,01/12/2008,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,01/9/2008,01/10/2008,Y,National adult,1033,Q1F,Telephone Interview,nan,31.0,39.0,30.0
USGALLUP.07OCT04.R30B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,10/9/2007,Gallup Organization,nan,Gallup Poll,10/4/2007,10/7/2007,Y,National adult,1010,Q30B,Telephone Interview,nan,29.0,26.0,44.0
USQUINN.061307.R18,"Is your opinion of--Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,06/13/2007,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,06/5/2007,06/11/2007,Y,National registered voters,1711,nan,Telephone Interview,nan,18.0,20.0,62.0
USAP.112007.R03J,"(For each of the following individuals, please select if you have a favorable or unfavorable impression of that person.  If you don't know enough about the person to have an opinion, you can say that too.)...Mitt Romney...(If Favorable/Unfavorable, ask:) (Is that very or somewhat favorable/unfavorable?)",nan,nan,11/20/2007,Knowledge Networks,Associated Press; Yahoo,Associated Press/Yahoo Poll,11/2/2007,11/12/2007,Y,National adult,2230,nan,Web-based survey,"The poll was fielded by Knowledge Networks using its national panel which is randomly selected from the entire national population and subsequently provided Internet access, if needed..",21.0,27.0,52.0
USQUINN.050307.R18,"Is your opinion of--Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,05/3/2007,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,04/25/2007,05/1/2007,Y,National adult,1166,nan,Telephone Interview,nan,17.0,16.0,67.0
USODFOX.111909B.R09,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone, please just say so.)...Mitt Romney",nan,nan,11/19/2009,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,11/17/2009,11/18/2009,Y,National registered voters,900,nan,Telephone Interview,nan,38.0,27.0,35.0
USGALLUP.07JUNE1.R05I,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,06/5/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,06/1/2007,06/3/2007,Y,National adult,1007,Q5I,Telephone Interview,nan,25.0,24.0,50.0
USORC.061211.R03I,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Former Massachusetts Governor Mitt Romney",nan,nan,06/12/2011,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,06/3/2011,06/7/2011,Y,National adult,1015,Q3I,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 911 interviews among landline respondents and 104 interviews among cell phone respondents.,39.0,29.0,32.0
USCBSNYT.042111A.R25,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,04/21/2011,CBS News; New York Times,nan,CBS News/New York Times Poll,04/15/2011,04/20/2011,Y,National adult including an oversample of Republicans,1332,Q25,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.  There were a total of 543 Republicans interviewed.  Results were weighted to be reprsentative of a national adult population.,28.0,24.0,48.0
USODFOX.091307.R14,(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone please just say so.)...Mitt Romney,nan,nan,09/13/2007,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,09/11/2007,09/12/2007,Y,National registered voters,900,nan,Telephone Interview,nan,24.0,32.0,44.0
USQUINN.060506.R05N,"(I'd like to get your feelings toward some of our political leaders and other people who have been in the news.  I'll read the name of a person and I'd like you to rate that person using something called the feeling thermometer.  You can choose any number between 0 and 100.  The higher the number, the warmer or more favorable you feel toward that person, the lower the number, the colder or less favorable.  If we come to a person who you haven't heard enough about to form an opinion, you don't need to rate the person.  Just tell me and we'll move on to the next one.) How do you feel about...Mitt Romney?",Mean = 47.5,nan,06/5/2006,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,05/23/2006,05/30/2006,Y,National registered voters,1534,nan,Telephone Interview,nan,8.0,12.0,80.0
USABCWP.011408.R21F,"Do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,01/14/2008,TNS Intersearch,ABC News; Washington Post,ABC News/Washington Post Poll,01/9/2008,01/12/2008,Y,National adult including an oversample of African Americans,1130,Q17F,Telephone Interview,The sample included 202 blacks.  Results are weighted to be representative of a national adult population.  Interviews were conducted by TNS Intersearch.,34.0,46.0,20.0
USCBSNYT.031207.R038,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,03/12/2007,CBS News; New York Times,nan,CBS News/New York Times Poll,03/7/2007,03/11/2007,Y,National adults including an oversample of Republicans,1362,Q38,Telephone Interview,nan,9.0,15.0,76.0
31116614.00026,"Is your opinion of Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,01/25/2007,Quinnipiac University Polling Institute,nan,"New Jersey Voters Don't Adore The Senator Next Door, Quinnipiac University Poll Finds; Clinton Trails Giuliani, Ties McCain In Garden State",01/16/2007,01/22/2007,Y,New Jersey registered voters,1310,nan,Telephone Interview,nan,11.0,12.0,77.0
USGALLUP.11JAN4.R02K,"Now, please tell me whether you have a generally favorable or unfavorable impression of...Mitt Romney. (If Favorable/Unfavorable, ask:) Is that a strongly favorable/unfavorable opinion or just a/an favorable/unfavorable opinion?",nan,Asked of those who recognize Mitt Romney (84%),01/10/2011,Gallup Organization,nan,Gallup Poll,01/4/2011,01/5/2011,Y,National adult Republicans including leaners,923,nan,Telephone Interview,Interviews were conducted with respondents on landline telephones and cellular phones.,76.0,16.0,8.0
USAP.101911G.R03E,"Do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable, ask:) Is that very favorable or somewhat favorable? (If Unfavorable, ask:) Is that very unfavorable or somewhat unfavorable?",* = less than .5%.,nan,10/19/2011,Gfk Roper Public Affairs & Corporate Communications,Associated Press,Associated Press/Gfk Poll,10/13/2011,10/17/2011,Y,National adult,1000,nan,Telephone Interview,"Interviews were conducted with 700 respondents on landline telephones, and 300 on cellular phones.",49.0,37.0,14.0
USLD.110911HU.R07,"(Now I'd like to ask you about some people who have been mentioned in the news recently.  For each, please tell me whether you have heard of the person, and if your impression is favorable or unfavorable.) How about...former Massachusetts Governor Mitt Romney? (If Favorable/Unfavorable, ask:) Is that very or somewhat favorable/unfavorable?",nan,nan,11/9/2011,Latino Decisions,Univision News,Univision News/Latino Decisions Poll,10/21/2011,11/1/2011,Y,National Adult Registered Voters,1000,nan,Telephone Interview,Interviews were conducted by Pacific Market Research.  There was a parallel survey of national adult registered voters.  The poll was conducted in 21 states where 95% of registered Latino voters are.,23.0,31.0,46.0
USORC.020811.R20C,"(I'm going to read those names again, and as I do, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",nan,Republicans,02/8/2011,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,01/21/2011,01/23/2011,Y,National adult,1012,Q20I,Telephone Interview,nan,64.0,16.0,20.0
USCBSNYT.091007.R23,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,09/10/2007,CBS News; New York Times,nan,CBS News/New York Times Poll,09/4/2007,09/9/2007,Y,National adults including an oversample adults who have family members now serving in the US Armed Forces or Reserves,1264,nan,Telephone Interview,Results are weighted to be representative of a national adult population.,11.0,19.0,71.0
USGALLUP.07NV02.R03B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,11/7/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,11/2/2007,11/4/2007,Y,National adult,1024,Q3B,Telephone Interview,nan,28.0,31.0,41.0
USGALLUP.07STM14.R36B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,09/18/2007,Gallup Organization,nan,Gallup Poll,09/14/2007,09/16/2007,Y,National adult,1010,nan,Telephone Interview,nan,27.0,35.0,38.0
USPSRA.062409.R22G,"(Now I'd like your views on some people.  As I read some names, please tell me if you have a favorable or unfavorable opinion of each person.) Would you say your overall opinion of...Mitt Romney is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,06/24/2009,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,06/10/2009,06/14/2009,Y,National adult,1502,Q22G,"Telephone Interview, Cell Phone; Telephone Interview, Landline","1126 respondents were interviewed on a landline telephone and 376 were interviewed on a cell phone, including 153 who had no landline telephone.",40.0,28.0,32.0
USAP.033011AG.R14L,"Do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable, ask:) Is that very favorable or somewhat favorable? (If Unfavorable, ask:) Is that very unfavorable or somewhat unfavorable?",* = less than .5%.,nan,03/30/2011,Gfk Roper Public Affairs & Corporate Communications,Associated Press,Associated Press/Gfk Poll,03/24/2011,03/28/2011,Y,National adult,1001,nan,Telephone Interview,nan,41.0,33.0,26.0
USCBS.020308B.R44,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Republican primary voters,02/3/2008,CBS News,nan,CBS News Poll,01/30/2008,02/2/2008,Y,National adult,1232,Q44,Telephone Interview,nan,34.0,20.0,46.0
USLD.110911U.R07,"(Now I'd like to ask you about some people who have been mentioned in the news recently.  For each, please tell me whether you have heard of the person, and if your impression is favorable or unfavorable.) How about...former Massachusetts Governor Mitt Romney? (If Favorable/Unfavorable, ask:) (Is that very or somewhat favorable/unfavorable?)",nan,nan,11/9/2011,Latino Decisions,Univision News,Univision News/Latino Decisions Poll,10/21/2011,11/1/2011,Y,National Adult Registered Voters,1000,nan,Telephone Interview,Interviews were conducted by Pacific Market Research.  There was a parallel survey of national adult registered voters.  The poll was conducted in 21 states where 95% of registered Latino voters are.,39.0,35.0,25.0
USCBSNYT.052407B.R20,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,05/24/2007,CBS News; New York Times,nan,CBS News/New York Times Poll,05/18/2007,05/23/2007,Y,National adults including an oversample of African Americans,1132,Q20,Telephone Interview,Results are weighted to be representative of a national adult population.,14.0,18.0,70.0
USORC.2008009.Q05H,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Former Massachusetts Governor Mitt Romney",nan,Asked of Registered voters in Form B half sample,07/31/2008,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,07/27/2008,07/29/2008,Y,National adult,1041,Q5H,Telephone Interview,nan,42.0,33.0,27.0
USGALLUP.07MAY04.R03D,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,05/8/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,05/4/2007,05/6/2007,Y,National adult,1010,Q3D,Telephone Interview,nan,24.0,22.0,54.0
USGALLUP.090707.R4E,"(I'd like to get your feelings toward some people who have been in the news....I'll read the name of a person and I'd like you to rate that person using something called the feeling thermometer.  You can choose any number between 0 and 100.  The higher the number, the warmer or more favorable you feel toward that person, the lower the number, the colder or less favorable.  You would rate this person at the 50-degree mark if you feel neither warm nor cold toward them.  If we come to a person whose name you don't recognize, you don't need to rate that person.  Just tell me and we'll move on to the next one.) How about...Mitt Romney?",Mean = 48.0,nan,09/7/2007,Gallup Organization,nan,Gallup Poll,08/23/2007,08/26/2007,Y,National adult,1001,nan,Telephone Interview,nan,27.0,31.0,42.0
USTARR.07BATT1.R12,"Now I would like to read you the names of several other individuals who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of them.  If you do not recognize the name, just say so....Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,01/17/2007,Tarrance Group; Lake Research Partners,George Washington University,George Washington University Battleground 2008 Survey,01/8/2007,01/11/2007,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in the 2008 election.,22.0,14.0,65.0
USODFOX.041907.R08,(I'm going to read you the names of several individuals and groups.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone please just say so.)...Mitt Romney,nan,nan,04/19/2007,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,04/17/2007,04/18/2007,Y,National registered voters,900,nan,Telephone Interview,nan,20.0,23.0,57.0
USORC.102809.R04B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Former Massachusetts Governor Mitt Romney",nan,nan,10/28/2009,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,10/16/2009,10/18/2009,Y,National adult,1038,Q4G,Telephone Interview,nan,36.0,26.0,37.0
31120228.00008,Are you favorable or unfavorable towards...Mitt Romney?,nan,nan,10/30/2007,"Penn, Schoen and Berland Associates",nan,PSB Late October 2007 Tracker,10/28/2007,10/29/2007,Y,National likely voters,505,nan,Telephone Interview,"This survey was conducted on behalf of Hillary Clinton. These data have been made available with the support of the Society of Presidential Pollsters and the Special Collections Research Center, George Washington Libraries and Academic Innovation, The George Washington University. Please contact the Special Collections Research Center for access to materials in the Mark Penn Digital Polling Data Collection and Oral History. Speccoll@gwu.edu",35.0,36.0,29.0
USPRRI.11VALUES.R11A,"Now I'd like your views on some political figures.  As I read some names, please tell me if you have a favorable or unfavorable opinion of each person....Mitt Romney...Would you say your overall opinion is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,11/8/2011,Public Religion Research Institute,nan,Public Religion Research Institute American Values Survey,09/22/2011,10/2/2011,Y,National adult,1505,Q11A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted by Directions in Research.  The survey was funded by the Ford Foundation with additional support from the Nathan Cummings Foundation.  602 were interviewed on a cell phone.,41.0,38.0,22.0
31119306.00007,"Are you very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable towards...Mitt Romney?",nan,nan,08/1/2007,"Penn, Schoen & Berland Associates",nan,August 2007 Tracker,08/15/2007,08/17/2007,Y,National likely 2008 primary voters,405,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline","This survey was conducted on behalf of Hillary Clinton. These data have been made available with the support of the Society of Presidential Pollsters and the Special Collections Research Center, George Washington Libraries and Academic Innovation, The George Washington University. Please contact the Special Collections Research Center for access to materials in the Mark Penn Digital Polling Data Collection and Oral History. Speccoll@gwu.edu",33.0,43.0,24.0
USTARR.08BATT1.R14,"Now I would like to read you the names of several other individuals who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of them.  If you do not recognize the name, just say so....Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,12/19/2007,Tarrance Group; Lake Research Partners,George Washington University,George Washington University Battleground 2008 Survey,12/9/2007,12/12/2007,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2008.,42.0,32.0,27.0
USTARR.10BATT5.R10,"As you may already heard, there are likely to be several candidates and organizations that should have a prominent role in 2012 elections.  I would like to read you the names of several of these people or organizations.  For each one, please tell me whether you have heard of that person or organization and if so, whether you have a favorable or unfavorable impression of that person or organization.  If you do not recognize the name, just say so....Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,09/27/2010,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2010 Survey,09/19/2010,09/22/2010,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely like to vote in 2010.,45.0,28.0,27.0
USCBS.200709B.Q24,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Asked of Registered voters (83%),09/30/2007,CBS News,nan,CBS News Poll,09/14/2007,09/16/2007,Y,National adult,706,Q24,Telephone Interview,nan,11.0,20.0,70.0
USGALLUP.07NVM30.R04B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,12/4/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,11/30/2007,12/2/2007,Y,National adult,1006,Q4B,Telephone Interview,nan,36.0,30.0,34.0
USORC.062507.R02H,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Former Massachusetts Governor Mitt Romney",nan,nan,06/25/2007,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,06/22/2007,06/24/2007,Y,National adult,1029,Q02H,Telephone Interview,nan,27.0,23.0,50.0
USABCWP.110407.R07G,"Do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,11/4/2007,TNS Intersearch,ABC News; Washington Post,ABC News/Washington Post Poll,10/29/2007,11/1/2007,Y,National adults including an oversample of African Americans,1131,Q7G,Telephone Interview,The results are weighted to be representative of a national adult population.  Interviews were conducted by TNS Intersearch.,27.0,41.0,31.0
USORC.020408.R01G,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Former Massachusetts Governor Mitt Romney",nan,nan,02/4/2008,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,02/1/2008,02/3/2008,Y,National adults including an oversample of African Americans,1192,Q1E,Telephone Interview,There was a total of 229 African-American respondents.  Results were weighted to be representative of a national adult population.,38.0,38.0,23.0
USQUINN.112706.R02T,"(I'd like to get your feelings toward some of our political leaders and other people who have been in the news.  I'll read the name of a person and I'd like you to rate that person using something called the feeling thermometer.  You can choose any number between 0 and 100.  The higher the number, the warmer or more favorable you feel toward that person, the lower the number, the colder or less favorable.  If we come to a person who you haven't heard enough about to form an opinion, you don't need to rate the person.  Just tell me and we'll move on to the next one.) How do you feel about...Mitt Romney?",Mean= 45.9,nan,11/27/2006,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,11/13/2006,11/19/2006,Y,National registered voters,1623,nan,Telephone Interview,nan,9.0,14.0,77.0
USPSRA.011210S.R05GF2,"(Now I'd like your views on some people.  As I read some names, please tell me if you have a favorable or unfavorable opinion of each person.)...Mitt Romney...Would you say your overall opinion of...Mitt Romney is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,Asked of Form 2 half sample,01/12/2010,Princeton Survey Research Associates International,Pew Research Center for the People & the Press; Pew Social & Demographic Trends,Pew Research Center/NPR Racial Attitudes in America Survey,10/28/2009,11/30/2009,Y,National adult,2884,Q5GF2,"Telephone Interview, Cell Phone; Telephone Interview, Landline","1746 respondents were interviewed on a landline telephone, and 1138 were interviewed on a cell phone, including 403 who had no landline telephone.",36.0,22.0,43.0
USGALLUP.07DCM14.R05G,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,12/18/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,12/14/2007,12/16/2007,Y,National adult,1011,Q5G,Telephone Interview,nan,32.0,35.0,32.0
USGALLUP.07JULY12.R45I,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,07/18/2007,Gallup Organization,nan,Gallup Poll,07/12/2007,07/15/2007,Y,National adult,1001,Q45I,Telephone Interview,nan,22.0,28.0,49.0
USGALLUP.06DEC08.R05D,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Massachusetts Governor, Mitt Romney?",nan,nan,12/13/2006,Gallup Organization,USA Today,Gallup/USA Today Poll,12/8/2006,12/10/2006,Y,National adult,1009,Q5D,Telephone Interview,nan,19.0,12.0,69.0
USPRRI.11RELPOL.R01A,"I'd like your views on a few of the Republican candidates for President (in 2012).  As I read each name, please tell me if you have a favorable or unfavorable opinion of each person....Mitt Romney...Would you say your overall opinion is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,11/8/2011,Public Religion Research Institute,Religion News Service,Public Religion Research Institute Religion and Politics Tracking Survey,10/19/2011,10/23/2011,Y,National adult,1019,Q1A,"Telephone Interview, Cell Phone; Telephone Interview, Landline","Interviews were conducted by SSRI - Social Science Research Solutions.  725 respondents were interviewed on landline telephones, and 294 were interviewed on cell phones.",37.0,43.0,20.0
USGREEN.08DCJAN.R19,"(Now I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold.  (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 41.6,Asked of Form A half sample,01/31/2008,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,01/21/2008,01/27/2008,Y,National likely voters in Republican swing districts,1850,nan,Telephone Interview,Likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2008 election.  The 40 most competitive Republican held districts were surveyed.,23.0,39.0,38.0
USGREEN.11DCOCT.R021,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 43.3,nan,10/25/2011,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,10/15/2011,10/18/2011,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.  819 respondents were interviewed on a landline telephone and 181 on a cell phone.,25.0,40.0,35.0
USAP.013108.R03J,"(For each of the following individuals, please select if you have a favorable or unfavorable impression of that person.  If you don't know enough about the person to have an opinion, you can say that too.)...Mitt Romney...Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, don't know enough to say",nan,nan,nan,Knowledge Networks,Associated Press; Yahoo,Associated Press/Yahoo Poll: January 2008,01/18/2008,01/28/2008,Y,National adult,2016,nan,Web-based survey,nan,31.0,34.0,36.0
USSRBI.031907.R10F4,"How favorable an impression do you have of...Mitt Romney...very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable?",nan,Registered voters (85%),03/19/2007,"Schulman, Ronca & Bucuvalas, Inc.",Time Magazine,Time/SRBI Poll,03/9/2007,03/12/2007,Y,National adult,1918,Q10F_4,Telephone Interview,nan,26.0,17.0,57.0
USCBS.041307.R27,"(I'm going to name some possible 2008 presidential (election) candidates and ask you what you think of them.  If you haven't heard much about someone I name, just tell me.)...Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",* = less than .5%.,Registered voters,04/13/2007,CBS News,nan,CBS News Poll,04/9/2007,04/12/2007,Y,National adult,994,Q27,Telephone Interview,nan,10.0,16.0,74.0
USGALLUP.08JAN10.R03C,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,Asked of Form A half sample,01/15/2008,Gallup Organization,USA Today,Gallup/USA Today Poll,01/10/2008,01/13/2008,Y,National adult,2010,Q3C,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,32.0,42.0,27.0
USODFOX.062807.R14,(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone please just say so.)...Mitt Romney,nan,nan,06/28/2007,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,06/26/2007,06/27/2007,Y,National registered voters,900,nan,Telephone Interview,nan,25.0,26.0,48.0
