QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USGALLUP.08AUG30.R04A,"Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.  How about...John McCain?",nan,nan,09/2/2008,Gallup Organization,USA Today,Gallup/USA Today Poll,08/30/2008,08/31/2008,Y,National adult,2035,P38A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,54.0,38.0,8.0
USGALLUP.08NOV07.R05B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...John McCain?",nan,nan,11/11/2008,Gallup Organization,USA Today,Gallup/USA Today Poll,11/7/2008,11/9/2008,Y,National adult,1010,Q5B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,64.0,33.0,3.0
USCBSNYT.102008.R03,"Is your opinion of John McCain favorable, not favorable, undecided, or haven't you heard enough about John McCain yet to have an opinion?",nan,Registered voters,10/21/2008,CBS News; New York Times,nan,CBS News/New York Times Poll,10/17/2008,10/19/2008,Y,Callback adult,518,RQ3,"Telephone Interview, Cell Phone; Telephone Interview, Landline","The respondents were first interviewed by CBS News/New York Times in a national poll of 936 respondents September 21-24, 2008.  518 respondents were re-interviewed October 17-19, 2008.",36.0,45.0,19.0
USTARR.08BATT8.R06,"(Now I would like to read you the names of several individuals who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of them.  If you do not recognize the name, just say so.)...John McCain...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",* = less than .5%.,nan,10/30/2008,Tarrance Group; Lake Research Partners,George Washington University,George Washington University Battleground 2008 Survey,10/23/2008,10/29/2008,Y,National likely voters,1000,nan,Telephone Interview,"Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in the 2008 election, or had already voted.  Interviews were conducted October 23 and October 26-29, 2008.",55.0,40.0,5.0
USPSRA.102108.R26AF1,"Now I'd like your views on some people.  As I read some names, please tell me if you have a favorable or unfavorable opinion of each person....John McCain...Would you say your opinion of...John McCain is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",* = less than .5%.,Asked of Form 1 half sample,10/21/2008,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,10/16/2008,10/19/2008,Y,National adult,3016,Q26AF1,"Telephone Interview, Cell Phone; Telephone Interview, Landline","2264 respondents were interviewed on a landline telephone and 752 were interviewed on a cell phone, including 267 who had no landline telephone.",51.0,44.0,5.0
USGREEN.08DCOCT8.R15,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 47.0,nan,10/14/2008,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,10/8/2008,10/12/2008,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2008 election/already voted in the 2008 election.,41.0,45.0,14.0
USTARR.08BATT7.R06,"(Now I would like to read you the names of several individuals who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of them.  If you do not recognize the name, just say so.)...John McCain...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",* = less than .5%.,nan,10/23/2008,Tarrance Group; Lake Research Partners,George Washington University,George Washington University Battleground 2008 Survey,10/16/2008,10/22/2008,Y,National likely voters,1000,nan,Telephone Interview,"Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in the 2008 election, or had already voted.  Interviews were conducted October 16 and October 19-22, 2008.",54.0,42.0,4.0
USABCWP.090808.R05B,"Do you have a favorable or unfavorable impression of...John McCain? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,Asked of Registered voters,09/8/2008,TNS Intersearch,ABC News; Washington Post,ABC News/Washington Post Poll,09/5/2008,09/7/2008,Y,National adult including an oversample of African Americans,1133,Q5B,Telephone Interview,There was a total of 211 black respondents interviewed.   Results were weighted to be representative of a national adult population.  Interviews were conducted by TNS Intersearch.,59.0,36.0,5.0
USGREEN.08DCOCT20.R17,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 51.6,nan,10/27/2008,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,10/20/2008,10/23/2008,Y,Likely voters in 55 Republican congressional districts,1750,nan,Telephone Interview,Likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote/already voted in the 2008 election.,47.0,40.0,13.0
USCBS.090808.R04,"Is your opinion of John McCain favorable, not favorable, undecided, or haven't you heard enough about John McCain yet to have an opinion?",nan,Registered voters,09/8/2008,CBS News,nan,CBS News Poll,09/5/2008,09/7/2008,Y,National adult re-interviewed,738,nan,Telephone Interview,"The respondents were first interviewed by CBS News/New York Times August 15-19, 2008 with a sample of 1012.",46.0,37.0,17.0
USGREEN.08RELIGR.R017,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization. If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are  unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 49,Asked of Form A half sample,10/22/2008,Greenberg Quinlan Rosner Research,Religion & Ethics Newsweekly; United Nations Foundation,Religion & Ethics Newsweekly/United Nations Foundation Religion and America's Role in the World Survey,09/4/2008,09/21/2008,Y,National adult,1400,nan,Telephone Interview,nan,45.0,40.0,15.0
USODFOX.082108.R27,(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone please just say so.)...John McCain,nan,nan,08/21/2008,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,08/19/2008,08/20/2008,Y,National registered voters,900,nan,Telephone Interview,nan,60.0,34.0,6.0
USORC.110208A.R08B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...John McCain",* = less than .5%.,Registered voters,11/2/2008,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,10/30/2008,11/1/2008,Y,National adult,1017,Q8B,Telephone Interview,nan,56.0,41.0,3.0
USORC.090808A.R05B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...John McCain",* = less than .5%.,Registered voters,09/8/2008,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,09/5/2008,09/7/2008,Y,National adult,1022,Q5B,Telephone Interview,nan,60.0,33.0,6.0
USGREEN.08DCOCT13R.R17,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 50.6,nan,10/20/2008,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,10/13/2008,10/16/2008,Y,Likely voters in 50 most competitive Republican congressional districts,1600,nan,Telephone Interview,Likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2008 election/already voted in the 2008 election.,46.0,41.0,13.0
USCBS.090108.R03,"Is your opinion of John McCain favorable, not favorable, undecided, or haven't you heard enough about John McCain yet to have an opinion?",nan,Registered voters,09/1/2008,CBS News,nan,CBS News Poll,08/29/2008,08/31/2008,Y,National adult,875,nan,Telephone Interview,nan,35.0,34.0,31.0
USABCWP.102408.R24B,"Regardless of how you might vote (for president in 2008), do you have a favorable or unfavorable impression of...John McCain? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,Likely voters,10/24/2008,ABC News; Washington Post,nan,ABC News/Washington Post Poll,10/20/2008,10/23/2008,Y,National adult,1764,nan,Telephone Interview,The interviews included landline and cell-phone-only respondents.  Interviews were conducted by TNS Intersearch.,55.0,44.0,3.0
USORC.060209A.R03C,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...John McCain",* = less than .5%.,nan,06/2/2009,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,05/14/2009,05/17/2009,Y,National adult,1010,Q3C,Telephone Interview,nan,58.0,37.0,5.0
USGREEN.08DCSEP28.R15,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 48.5,nan,10/2/2008,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,09/28/2008,09/30/2008,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are proobably or almost certain to vote in the 2008 election.,45.0,43.0,12.0
USODFOX.101008.R14,(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone please just say so.)...John McCain,nan,nan,10/10/2008,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,10/8/2008,10/9/2008,Y,National registered voters,900,nan,Telephone Interview,nan,53.0,40.0,7.0
USGREEN.08WOMENVOC2.R15,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 49,nan,10/30/2008,Greenberg Quinlan Rosner Research,Women's Voices Women Vote,Women's Voice Women's Vote Survey,10/26/2008,10/28/2008,Y,National likely women voters in battleground states,1030,nan,Telephone Interview,"Likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2008 election or already voted.  The battleground states included were Colorado, Florida, Indiana, Iowa, Michigan, Minnesota, Missouri, Nevada, New Hampshire, New Mexico, North Carolina, Ohio, Pennsylvania, Virginia, and Wisconsin.",45.0,44.0,11.0
USORC.100808A.R05,Do you have a favorable or unfavorable opinion of John McCain?,nan,nan,10/8/2008,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,10/7/2008,10/7/2008,Y,Adult debate watchers--callback sample,675,Q105,Telephone Interview,"The respondents were first interviewed in a national survey October 3-6, 2008, and they indicated they planned to watch the debate and were willing to be re-interviewed.",51.0,46.0,2.0
USORC.022409.R06D,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...John McCain",* = less than .5%.,nan,02/24/2009,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,02/18/2009,02/19/2009,Y,National adult,1046,Q6D,Telephone Interview,nan,52.0,40.0,7.0
USGREEN.08DCOCT6D.R17,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 52.5,nan,10/13/2008,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,10/6/2008,10/9/2008,Y,Likely voters in 10 most competitive Democratic battleground districts,860,nan,Telephone Interview,"Likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in 2008 or already voted.  The battleground states included were Alabama, California, Florida, Georgia, Kansas, Louisiana, New Hampshire, Pennsylvania, and Texas.",50.0,39.0,11.0
USCBS.200810G.Q003,"Is your opinion of John McCain favorable, not favorable, undecided, or haven't you heard enough about John McCain yet to have an opinion?",* = less than .5%.,Asked of Registered voters (83%),11/30/2008,CBS News,nan,CBS News Poll,10/29/2008,10/31/2008,Y,National adult,1390,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,41.0,46.0,13.0
USABCWP.082408.R08B,"Do you have a favorable or unfavorable impression of...John McCain? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,Asked of Registered voters,08/24/2008,TNS Intersearch,ABC News; Washington Post,ABC News/Washington Post Poll,08/19/2008,08/22/2008,Y,National adult including an oversample of African Americans and Cellular Phone Users,1299,Q8B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",There were a total of 201 black respondents interviewed.  Results were weighted to be representative of a national adult population.  Interviews were conducted by TNS Intersearch.,59.0,37.0,4.0
USCBSNYT.092508A.R04,"Is your opinion of John McCain favorable, not favorable, undecided, or haven't you heard enough about John McCain yet to have an opinion?",nan,Registered voters,09/25/2008,CBS News; The New York Times,nan,CBS News/New York Times Poll,09/21/2008,09/24/2008,Y,National adult,936,nan,Telephone Interview,nan,38.0,35.0,28.0
USORC.111208.R06C,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...John McCain",* = less than .5%.,nan,11/12/2008,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,11/6/2008,11/9/2008,Y,National adult including an oversample of African Americans,1246,Q6E,Telephone Interview,Results were weighted to be representative of a national adult population.,61.0,36.0,3.0
USIPSOSR.110408M.R9A,"Would you say your opinion of...John McCain is...very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable?",nan,Likely voters,11/4/2008,Ipsos-Public Affairs,McClatchy,Ipsos-Public Affairs/McClatchy Poll,10/30/2008,11/2/2008,Y,National adult,1008,nan,Telephone Interview,Interviews were conducted with respondents on landline telephones and cellular phones.,60.0,39.0,1.0
USGREEN.08WOMENVSP.R15,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 50,nan,09/5/2008,Greenberg Quinlan Rosner Research,Women's Voices Women Vote,Women's Voices Women Vote Survey,09/2/2008,09/3/2008,Y,National women likely voters,446,nan,Telephone Interview,Likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2008 election.,44.0,40.0,16.0
USTARR.08BATT5.R06,"(Now I would like to read you the names of several individuals who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of them.  If you do not recognize the name, just say so.)...John McCain...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",* = less than .5%.,nan,10/3/2008,Tarrance Group; Lake Research Partners,George Washington University,George Washington University Battleground 2008 Survey,09/28/2008,10/2/2008,Y,National likely voters,1000,nan,Telephone Interview,"Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2008, or they had already voted.",55.0,41.0,5.0
USORC.101508.R05,Do you have a favorable or unfavorable opinion of John McCain?,nan,nan,10/15/2008,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,10/15/2008,10/15/2008,Y,Adult debate watchers--callback sample,620,Q105,Telephone Interview,"The respondents were first interviewed in a national survey October 13-14, 2008 and they indicated they planned to watch the debate and were willing to be re-interviewed.",49.0,49.0,2.0
USCBSNYT.102308A.R03,"Is your opinion of John McCain favorable, not favorable, undecided, or haven't you heard enough about John McCain yet to have an opinion?",nan,Registered voters,10/23/2008,CBS News; New York Times,nan,CBS News/New York Times Poll,10/19/2008,10/22/2008,Y,National adult,1152,Q3,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,39.0,46.0,15.0
USORC.2008014.Q002B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...John McCain",* = less than .5%.,nan,09/30/2008,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,09/26/2008,09/26/2008,Y,Adult debate watchers--callback sample,524,Q2B,Telephone Interview,"Respondents were first interviewed September 24-25, 2008 and indicated that they planned to watch the September 26, 2008 presidential debate, and were willing to be re-interviewed afterwards.",52.0,46.0,3.0
USGALLUP.0840.Q09A,"Next, I'd like you to rate...John McCain on a scale.  If you have a favorable opinion of him, name a number between plus one and plus five--where a plus five is the highest position indicating you have a very favorable opinion of him.  If you have an unfavorable opinion, name a number between minus one and minus five where minus five is the lowest position--indicating you have a very unfavorable opinion of him.  How far up or down the scale would you rate...John McCain?",nan,nan,10/31/2008,Gallup Organization,nan,Gallup Poll,10/23/2008,10/26/2008,Y,National adult,1010,Q9A,"Telephone Interview, Cell Phone; Telephone Interview, Landline","Interviews were conducted with respondents on landline telephones for respondents with a landline telephone, and cellular phones for respondents who are cell phone only.",66.0,35.0,1.0
USCBS.200810H.Q003,"Is your opinion of John McCain favorable, not favorable, undecided, or haven't you heard enough about John McCain yet to have an opinion?",nan,Asked of Registered voters (82%),11/30/2008,CBS News,nan,CBS News Poll,10/29/2008,11/1/2008,Y,National adult,1167,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,35.0,48.0,17.0
USGREEN.08DCOCT5.R015,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 46.9,nan,10/10/2008,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,10/5/2008,10/7/2008,Y,Likely voters in presidential battleground states,1000,nan,Telephone Interview,"Likely voters were registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2008 election.  Interviews were condcuted in CO, IA, IN, FL, MI, MN, MT, NC, NH, NM, NV, OH, PA, VA, and WI.",42.0,46.0,12.0
USODFOX.072408A.R11,(I'm going to read you the names of several individuals and groups.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never head of someone please just say so.)...John McCain,nan,nan,07/24/2008,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,07/22/2008,07/23/2008,Y,National registered voters,900,nan,Telephone Interview,nan,54.0,38.0,9.0
USGREEN.08DCSEP8.R16,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 52.3,nan,09/15/2008,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,09/8/2008,09/10/2008,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2008 election.,49.0,37.0,14.0
USODFOX.102208.R11,(I'm going to read you the names of several groups and individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of a particular individual or group please just say so.)...John McCain,nan,Likely voters,10/22/2008,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,10/20/2008,10/21/2008,Y,National registered voters,1100,nan,Telephone Interview,nan,55.0,41.0,4.0
USPSRNEW.102408.R06B,"(Please tell me if you have a favorable or unfavorable opinion of the following people in politics.  If I mention someone you have never heard of before, just tell me.) What about...John McCain?  Do you have a favorable or unfavorable opinion of him?",* = less than .5%.,Registered voters,10/24/2008,Princeton Survey Research Associates International,Newsweek,Princeton Survey Research Associates International/Newsweek Poll,10/22/2008,10/23/2008,Y,National adult,1204,Q6B,Telephone Interview,nan,50.0,44.0,6.0
USORC.091008NII.R02B,"(Please think about each of the following (2008) presidential (election) candidates.)...John McCain...In the past few days, have you come to have a more favorable opinion of him, a less favorable opinion, or hasn't your opinion of him changed lately?",nan,nan,09/8/2008,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,09/5/2008,09/7/2008,Y,National adult,1022,nan,Telephone Interview,nan,35.0,24.0,41.0
USGREEN.08DCNOV04.R016,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 53.0,nan,11/7/2008,Greenberg Quinlan Rosner Research,Democracy Corps; Campaign for America's Future,Democracy Corps/Campaign for America's Future Poll,11/4/2008,11/5/2008,Y,National registered voters who voted in the 2008 election,2000,nan,Telephone Interview,nan,48.0,37.0,15.0
USORC.2008017.Q005B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...John McCain",* = less than .5%.,nan,10/8/2008,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,10/7/2008,10/7/2008,Y,Adult debate watchers--callback sample,675,Q05B,Telephone Interview,"The respondents were first interviewed in a national survey October 3-6, 2008, and they indicated they planned to watch the debate and were willing to be re-interviewed.",51.0,46.0,3.0
USCBS.200811A.Q03,"Is your opinion of John McCain favorable, not favorable, undecided, or haven't you heard enough about John McCain yet to have an opinion?",nan,Asked of Registered voters (85%),11/30/2008,CBS News,nan,CBS News Poll,11/1/2008,11/3/2008,Y,National adult,1091,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,41.0,44.0,15.0
USGALLUP.08AUG21.R10A,"Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.  How about...John McCain?",nan,nan,08/25/2008,Gallup Organization,USA Today,Gallup/USA Today Poll,08/21/2008,08/23/2008,Y,National adult,1023,Q10A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,59.0,36.0,5.0
USPSRNEW.101008.R05B,"(Please tell me if you have a favorable or unfavorable opinion of the following people in politics.  If I mention someone you have never heard of before, just tell me.) What about...John McCain?  Do you have a favorable or unfavorable opinion of him?",nan,Registered voters,10/10/2008,Princeton Survey Research Associates International,Newsweek,Princeton Survey Research Associates International/Newsweek Poll,10/8/2008,10/9/2008,Y,National adult,1212,Q5B,Telephone Interview,nan,51.0,45.0,4.0
USGALLUP.08JUL25.R06A,"Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.  How about...John McCain?",nan,nan,07/29/2008,Gallup Organization,USA Today,Gallup/USA Today Poll,07/25/2008,07/27/2008,Y,National adult,1007,Q6A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,62.0,33.0,5.0
USCBSNYT.052407B.R19,"Is your opinion of John McCain favorable, not favorable, undecided, or haven't you heard enough about John McCain yet to have an opinion?",nan,Registered voters,05/24/2007,CBS News; New York Times,nan,CBS News/New York Times Poll,05/18/2007,05/23/2007,Y,National adults including an oversample of African Americans,1132,Q19,Telephone Interview,Results are weighted to be representative of a national adult population.,23.0,30.0,47.0
USGREEN.08DCJUN22.R014,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John McCain...Give...John McCain a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John McCain, or have you never heard of...John McCain?",Mean = 49.3,nan,07/9/2008,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,06/22/2008,06/25/2008,Y,National likely voters,2008,nan,Telephone Interview,Likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2008 election.,42.0,37.0,21.0
