QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USASFOX.121913.R12,(I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Barack Obama,nan,nan,12/19/2013,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,12/14/2013,12/16/2013,Y,National registered voters,285,Q10,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI)","691 respondents were interviewed on a landline telephone, and 336 were interviewed on a cell phone. Interviews were conducted by Braun Research.",46.0,52.0,2.0
USASFOX.051315.R06,(I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Barack Obama,nan,nan,05/13/2015,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,05/9/2015,05/12/2015,Y,National registered voters,1006,nan,Telephone Interview,"662 respondents were interviewed on a landline telephone, and 344 were interviewed on a cell phone. Interviews were conducted by Braun Research.",47.0,51.0,2.0
USAP.121115G.R01A,"For each of the following individuals, please select if you have a favorable or unfavorable impression of that person. If you don't know enough about the person to have an opinion, you can say that too....Barack Obama",nan,nan,12/11/2015,GfK Knowledge Networks,Associated Press,Associated Press/GfK Knowledge Networks Poll,12/3/2015,12/7/2015,Y,National adult,1007,nan,Web-based survey,"The poll was fielded by GfK Knowledge Networks using its national KnowledgePanel. The KnowledgePanel is a nationally representative probability sample of the US adult population. Panelists are recruited by randomly selecting residential addresses using a process called address-based sampling (ABS). Since nearly 3-in-10 US households do not have home Internet access, respondent households who do not have Internet access or own a computer are provided Internet service and a netbook computer to ensure that panel respondents are representative of the US adult population. Unlike opt-in panels, households are not permitted to ""self-select"" into KnowledgePanel; nor are they allowed to participate in many surveys per week.",49.0,45.0,8.0
USASFOX.030415.R04,(I'm going to read you a list of several items. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Barack Obama,nan,nan,03/4/2015,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,03/1/2015,03/3/2015,Y,National registered voters,1011,nan,Telephone Interview,"633 respondents were interviewed on a landline telephone, and 378 were interviewed on a cell phone. Interviews were conducted by Braun Research.",43.0,54.0,3.0
USCBS.012314A.R19,"Is your opinion of Barack Obama favorable, not favorable, undecided, or haven't you heard enough about Barack Obama yet to have an opinion?",nan,nan,01/23/2014,Social Science Research Solutions (SSRS),CBS News,CBS News Poll,01/17/2014,01/21/2014,Y,National adult,1018,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.  Interviews were conducted by SSRS--Social Science Research Solutions.,42.0,40.0,20.0
USASFOX.062414.R09,(I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Barack Obama,nan,nan,06/24/2014,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,06/21/2014,06/23/2014,Y,National registered voters,1018,Q8,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI)","651 respondents were interviewed on a landline telephone, and 367 were interviewed on a cell phone. Interviews were conducted by Braun Research.",46.0,53.0,2.0
USGALLUP.061214A.R07,"Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them. How about...Barack Obama?",nan,nan,06/12/2014,Gallup Organization,nan,Gallup Poll,06/5/2014,06/8/2014,Y,National adult,1027,Q7A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.  The sample includes 50% landline and 50% cell phone respondents.,47.0,52.0,1.0
USASFOX.100313.R10,(I'm going to read you the names of several groups and individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of one please just say so.)...Barack Obama,nan,nan,10/3/2013,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,10/1/2013,10/2/2013,Y,Registered voters,267,Q8,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI)","643 respondents were interviewed on a landline telephone, and 309 were interviewed on a cell phone. Interviews were conducted by Braun Research.",47.0,50.0,3.0
USGREEN.040414.R18,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold. You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization. If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean=48.7,nan,04/4/2014,Greenberg Quinlan Rosner Research,Democracy Corps; National Public Radio; Women's Voices Women Vote,Democracy Corps/NPR/Women's Voices. Women Vote Poll,03/19/2014,03/23/2014,Y,National likely voters,840,nan,Telephone Interview,Likely voters are registered voters who voted in the 2012 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2014 election.,48.0,45.0,7.0
USGREEN.062915.R18,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold. You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization. If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean=52,nan,06/29/2015,Greenberg Quinlan Rosner Research,Democracy Corps; Women's Voices Women Vote,Democracy Corps Poll,06/13/2015,06/17/2015,Y,National likely voters,950,nan,Telephone Interview,Likely voters are registered voters who voted in the 2012 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2016 election.,52.0,40.0,8.0
USSELZER.060413B.R02A,"Now, I'm going to mention some people and groups in the news recently.  For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable.  If you don't know enough to answer, just say so....Barack Obama, President of the United States",nan,nan,06/4/2013,Selzer & Co.,Bloomberg News,Bloomberg Poll,05/31/2013,06/3/2013,Y,National adult,1002,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,53.0,44.0,3.0
USGREEN.040116.R18,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold. You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization. If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 53.4,nan,04/1/2016,Greenberg Quinlan Rosner Research,Democracy Corps; Women's Voices Women Vote,Democracy Corps/Women's Voices. Women Vote Poll,03/17/2016,03/24/2016,Y,National likely voters,900,nan,Telephone Interview,Likely voters are registered voters who voted in the 2012 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2016 election.,54.0,39.0,7.0
USMARIST.041514M.R10,"Overall, do you have a favorable or an unfavorable impression of Barack Obama?",nan,Registered voters (86%),04/15/2014,Marist College Institute for Public Opinion,McClatchy,McClatchy/Marist Poll,04/7/2014,04/10/2014,Y,National adult,1212,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,49.0,49.0,2.0
USLD.070213.R03,"For each, please tell me whether you have heard of the person, and if your impression is very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable....President Barack Obama",nan,nan,07/2/2013,Latino Decisions,America's Voice,America's Voice/Latino Decisions Poll,06/20/2013,06/29/2013,Y,National adult Hispanic voters,1200,nan,Telephone Interview,Voters are respondents who voted in the 2008 and 2012 elections. Interviews were conducted by landline telephones and cell phones.,75.0,22.0,4.0
USSUFF.042516.R09,"I am going to read you a short list of individuals and for each, please tell me if your opinion of them is generally favorable or generally unfavorable. If you are undecided or if you have never heard of someone, just tell me that....Barack Obama...Is your opinion of...Barack Obama generally favorable or unfavorable?",nan,nan,04/25/2016,Suffolk University Political Research Center,USA Today,Suffolk University/USA Today Poll,04/20/2016,04/24/2016,Y,National adult,1000,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,51.0,44.0,5.0
USMARIST.121013M.R02,"Overall, do you have a favorable or an unfavorable impression of Barack Obama?",nan,Registered voters (84%),12/10/2013,Marist College Institute for Public Opinion,McClatchy,McClatchy/Marist Poll,12/3/2013,12/5/2013,Y,National adult,1173,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,46.0,52.0,3.0
USPSRA.13HTPJUN.R08E,Do you have a generally favorable or generally unfavorable opinion of...President Barack Obama?  Is that a very favorable/unfavorable or somewhat favorable/unfavorable opinion?,nan,nan,06/19/2013,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,Kaiser Health Tracking Poll,06/4/2013,06/9/2013,Y,National adult,1505,Q8E,"Telephone Interview, Cell Phone; Telephone Interview, Landline","752 respondents were interviewed on a landline telephone, and 753 were interviewed on a cell phone, including 385 who had no landline telephone.",52.0,44.0,5.0
USPRRI.092314.R18A,"Now we would like your views on some political leaders and groups. Please say whether your overall opinion of each of the following is very favorable, mostly favorable, mostly unfavorable, or very unfavorable....Barack Obama",* = less than .5%.,nan,09/23/2014,Public Religion Research Institute,PRRI,Public Religion Research Institute American Values Survey,07/21/2014,08/15/2014,Y,National adult,4507,nan,Telephone Interview,"Interviews were conducted by SSRS-Social Science Research Solutions.  2254 respondents were interviewed on landline telephones, and 2253 were interviewed on cell phones.
Funding was provided by The Ford Foundation and The Nathan Cummings Foundation.",47.0,49.0,4.0
USGREEN.072213.R024,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 50.8,nan,07/22/2013,Greenberg Quinlan Research,Democracy Corps; Women's Voices Women Vote,Democracy Corps/Women's Voices. Women Vote Poll,07/10/2013,07/15/2013,Y,National voters,950,nan,Telephone Interview,Voters are registered voters who voted in the 2012 election/weren't registered/ineligible/too young to vote.,48.0,42.0,10.0
USQUINN.021816.R26,"Is your opinion of Barack Obama favorable, unfavorable or haven't you heard enough about him?",nan,nan,02/18/2016,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,02/10/2016,02/15/2016,Y,National registered voters,1342,nan,Telephone Interview,The interviews included landline and cell phones.,45.0,52.0,4.0
USMARIST.082415M.R07,"Overall, do you have a favorable or an unfavorable impression of Barack Obama?",nan,Registered voters,08/24/2015,Marist College Institute for Public Opinion,McClatchy,McClatchy/Marist Poll,07/22/2015,07/28/2015,Y,National adult,1249,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,47.0,48.0,4.0
USGALLUP.022614.R22A,"Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them. How about...Barack Obama?",nan,nan,02/26/2014,Gallup Organization,nan,Gallup Poll,02/6/2014,02/9/2014,Y,National adult,1023,Q22A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones. The sample includes 50% landline and 50% cell phone respondents.,52.0,46.0,1.0
USLD.110514.R21,"Do you have a favorable or unfavorable opinion of President Barack Obama?...Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, have not heard of them",* = less than .5%.,nan,11/5/2014,Latino Decisions,nan,Latino Decisions Poll,10/30/2014,11/3/2014,Y,National adult Hispanic voters,4200,nan,Telephone Interview,Interviews were conducted by landline telephones and cell phones. Voters are those who already voted or were certain to vote in the 2014 election.,57.0,29.0,13.0
USGREEN.121213.R16,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold. You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization. If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean=45.1,nan,12/12/2013,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,12/3/2013,12/8/2013,Y,National likely voters in 86 most competitive Congressional districts,1250,nan,Telephone Interview,Likely voters are registered voters who voted in the 2012 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2014 election.,42.0,48.0,10.0
USAP.080614G.R08A,"For each of the following individuals, please select if you have a favorable or unfavorable impression of that person. If you don't know enough about the person to have an opinion, you can say that too....Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, don't know enough to say...Barack Obama",nan,nan,08/6/2014,GfK Knowledge Networks,Associated Press,Associated Press/GfK Knowledge Networks Poll,07/24/2014,07/28/2014,Y,National adult,1044,nan,Web-based survey,"The poll was fielded by GfK Knowledge Networks using its national KnowledgePanel. The KnowledgePanel is a nationally representative probability sample of the U.S. adult population. Panelists are recruited by randomly selecting residential addresses using a process called address-based sampling (ABS). Since nearly 3-in-10 U.S. households do not have home Internet access, respondent households who do not have Internet access or own a computer are provided Internet service and a netbook computer to ensure that panel respondents are representative of the U.S. adult population. Unlike opt-in panels, households are not permitted to ""self-select"" into KnowledgePanel; nor are they allowed to participate in many surveys per week.",44.0,51.0,5.0
USGALLUP.2014TR0322.Q02A,"Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people or if you have never heard of them. How about...Barack Obama?",* = less than .5%.,nan,03/31/2014,Gallup Organization,nan,Gallup Poll,03/22/2014,03/23/2014,Y,National adult,1012,P809A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones. The sample includes 50% landline and 50% cell phone respondents.,50.0,46.0,4.0
USGALLUP.201405.Q03A,"(Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Barack Obama?",nan,nan,05/31/2014,Gallup Organization,nan,Gallup Poll,04/24/2014,04/30/2014,Y,National adult,1513,Q3A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones. The sample includes 50% landline and 50% cell phone respondents.,51.0,48.0,3.0
USPSRA.071614.R28A,"Would you say your overall opinion of...Barack Obama is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,07/16/2014,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,07/8/2014,07/14/2014,Y,National adult,1805,Q28A,"Telephone Interview, Cell Phone; Telephone Interview, Landline","723 respondents were interviewed on a landline telephone, and 1082 were interviewed on a cell phone, including 597 who had no landline telephone.",51.0,48.0,2.0
USGREEN.102414.R10,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold. You can use any number from zero to one hundred, the higher the number, the more favorable your feelings are toward that person or organization. If you have no opinion, or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean=47.4,nan,10/24/2014,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,10/16/2014,10/21/2014,Y,National voters,950,nan,Telephone Interview,Voters are registered voters who voted in the 2012 election/weren't registered/ineligible/too young to vote.,44.0,44.0,12.0
31117950.00031,(We'd like to get your feelings about some of the people who are in the news these days. We'll show the name of a person or group and we'd like you to rate that person or group using something we call the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and you don't care too much for that person. You would rate the person at the 50 degree mark if you don't feel particularly warm or cold toward the person.)...Barack Obama,"This question was asked as part of an experiment to investigate whether media accounts contribute to the persistence of biological racism among White Americans. The total 2,034 White, non-Hispanic adult respondents were assigned randomly to two treatment groups (race as genetics condition or race as social construction condition) or a control. Respondents were then asked questions intended to measure feelings regarding whether biological racial differences exist, three strikes legislation, the death penalty, and racial resentment. This allowed for deeper understanding of whether ostensibly innocuous messages about race, health, and genetics have consequences on public attitudes towards race.","Asked of treatment group 2, respondents who read a fictitious news article attributing racial disparities in heart disease to social conditions (n=678) ",11/25/2020,GfK,"Piston, Spencer and Ashley Jardina",TESS Survey,05/31/2016,06/9/2016,Y,"National White, non-Hispanic adults who completed the Public Affairs profile survey",2034,nan,Web-based survey,"Weighted results shown. Individual-level unweighted data with weight variable available for download 
for further analyses. Full treatment information available in Downloads.",47.0,49.0,5.0
USASFOX.052016H.R06,I'm going to read you the names of several individuals and groups. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so....Barack Obama,* = less than .5%.,nan,05/20/2016,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Latino Poll,05/14/2016,05/17/2016,Y,National Hispanic registered voters,886,nan,Telephone Interview,"388 respondents were interviewed on a landline telephone, and 498 were interviewed on a cell phone. This Latino sample is made up of 76 interviews conducted as part of the base national sample and 810 additional interviews from a Latino voter list developed from previously conducted national random digit dial surveys. Interviews were conducted by Braun Research.",72.0,26.0,2.0
USAP.022615G.R01A,"For each of the following individuals, please select if you have a favorable or unfavorable impression of that person. If you don't know enough about the person to have an opinion, you can say that too....Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, don't know enough to say...Barack Obama",nan,nan,02/26/2015,GfK Knowledge Networks,Associated Press,Associated Press/GfK Knowledge Networks Poll,01/29/2015,02/2/2015,Y,National adult,1045,nan,Telephone Interview,"The poll was fielded by GfK Knowledge Networks using its national KnowledgePanel. The KnowledgePanel is a nationally representative probability sample of the U.S. adult population. Panelists are recruited by randomly selecting residential addresses using a process called address-based sampling (ABS). Since nearly 3-in-10 U.S. households do not have home Internet access, respondent households who do not have Internet access or own a computer are provided Internet service and a netbook computer to ensure that panel respondents are representative of the U.S. adult population. Unlike opt-in panels, households are not permitted to ""self-select"" into KnowledgePanel; nor are they allowed to participate in many surveys per week.",46.0,45.0,9.0
USGALLUP.061913.R08A,"Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.  How about...Barack Obama?",nan,nan,06/19/2013,Gallup Organization,nan,Gallup Poll,06/1/2013,06/4/2013,Y,National adult,1529,Q8A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.  The sample includes 50% landline and 50% cell phone respondents.,54.0,45.0,1.0
USSUFF.100115.R14,"Great, I am going to read you a short list of individuals and for each, please tell me if your opinion of them is generally favorable or generally unfavorable. If you are undecided or if you have never heard of someone, just tell me that....Barack Obama",* = less than .5%.,nan,10/1/2015,Suffolk University Political Research Center,USA Today,Suffolk University/USA Today Poll,09/24/2015,09/28/2015,Y,National likely voters,1000,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,51.0,44.0,5.0
USGALLUP.052115.R28A,"Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them. How about...Barack Obama?",nan,nan,05/21/2015,Gallup Organization,nan,Gallup Poll,05/6/2015,05/10/2015,Y,National adult,1024,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones. The sample includes 50% landline and 50% cell phone respondents.,53.0,45.0,2.0
31117950.00010,(We'd like to get your feelings about some of the people who are in the news these days. We'll show the name of a person or group and we'd like you to rate that person or group using something we call the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and you don't care too much for that person. You would rate the person at the 50 degree mark if you don't feel particularly warm or cold toward the person.)...Barack Obama,"This question was asked as part of an experiment to investigate whether media accounts contribute to the persistence of biological racism among White Americans. The total 2,034 White, non-Hispanic adult respondents were assigned randomly to two treatment groups (race as genetics condition or race as social construction condition) or a control. Respondents were then asked questions intended to measure feelings regarding whether biological racial differences exist, three strikes legislation, the death penalty, and racial resentment. This allowed for deeper understanding of whether ostensibly innocuous messages about race, health, and genetics have consequences on public attitudes towards race. * = Less than .5 percent.","Asked of treatment group 1, respondents who read a fictitious news article attributing racial disparities in heart disease to genetic factors (n=695) ",11/25/2020,GfK,"Piston, Spencer and Ashley Jardina",TESS Survey,05/31/2016,06/9/2016,Y,"National White, non-Hispanic adults who completed the Public Affairs profile survey",2034,nan,Web-based survey,"Weighted results shown. Individual-level unweighted data with weight variable available for download 
for further analyses. Full treatment information available in Downloads.",41.0,50.0,8.0
31115442.00003,"Now I would like to read you a list of names of people and groups and have you tell me, for each one, whether you've heard of that person or group and, if so, whether you have a favorable or unfavorable opinion of them. If you haven't heard of the person or group, just say so....Barack Obama...Would that be very favorable/unfavorable, or just somewhat favorable/unfavorable?",nan,nan,03/25/2014,"Ayres, McHenry & Associates; The Mellman Group",Bipartisan Policy Center; USA Today,National Survey on Congress,03/3/2014,03/6/2014,Y,National adult,1000,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,48.0,48.0,4.0
USSELZER.061014.R02A,"Now, I'm going to mention some people and groups in the news recently. For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable. If you don't know enough to answer, just say so....Barack Obama, president of the United States",nan,nan,06/10/2014,Selzer & Co.,Bloomberg News,Bloomberg Poll,06/6/2014,06/9/2014,Y,National adult,1005,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,44.0,54.0,4.0
USASFOX.040215A.R09,I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so....Barack Obama,nan,nan,04/2/2015,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,03/29/2015,03/31/2015,Y,National registered voters,1025,nan,Telephone Interview,"637 respondents were interviewed on a landline telephone, and 388 were interviewed on a cell phone. Interviews were conducted by Braun Research.",48.0,49.0,2.0
USAP.020815G.R09A,"For each of the following individuals, please select if you have a favorable or unfavorable impression of that person. If you don't know enough about the person to have an opinion, you can say that too....Barack Obama...Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, don't know enough to say",nan,nan,02/26/2015,GfK Knowledge Networks,Associated Press,Associated Press/GfK Knowledge Networks Poll,01/29/2015,02/2/2015,Y,National adult,1045,nan,Telephone Interview,"The poll was fielded by GfK Knowledge Networks using its national KnowledgePanel. The KnowledgePanel is a nationally representative probability sample of the U.S. adult population. Panelists are recruited by randomly selecting residential addresses using a process called address-based sampling (ABS). Since nearly 3-in-10 U.S. households do not have home Internet access, respondent households who do not have Internet access or own a computer are provided Internet service and a netbook computer to ensure that panel respondents are representative of the U.S. adult population. Unlike opt-in panels, households are not permitted to ""self-select"" into KnowledgePanel; nor are they allowed to participate in many surveys per week.",46.0,45.0,9.0
USASFOX.011415.R10,(I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so.)...Barack Obama,nan,nan,01/14/2015,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,01/11/2015,01/13/2015,Y,National registered voters,1018,nan,Telephone Interview,"651 respondents were interviewed on a landline telephone, and 367 were interviewed on a cell phone. Interviews were conducted by Braun Research.",46.0,51.0,3.0
USQUINN.082715.R21,"Is your opinion of Barack Obama favorable, unfavorable or haven't you heard enough about him?",nan,nan,08/27/2015,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,08/20/2015,08/25/2015,Y,National registered voters,1563,nan,Telephone Interview,The interviews included landline and cell phones.,47.0,50.0,4.0
USGREEN.122115.R19,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold. You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization. If you have no opinion or never heard of that person or organization, please say so.)...Barack Obama...Give...Barack Obama a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Barack Obama, or have you never heard of...Barack Obama?",Mean = 51.3,nan,12/21/2015,Greenberg Quinlan Rosner Research,Democracy Corps; Women's Voices Women Vote,Democracy Corps Poll,12/5/2015,12/9/2015,Y,National likely voters,900,nan,Telephone Interview,Likely voters are registered voters who voted in the 2012 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2016 election.,51.0,42.0,7.0
USSELZER.031114.R02A,"Now, I'm going to mention some people and groups in the news recently. For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable. If you don't know enough to answer, just say so....Barack Obama, president of the United States",nan,nan,03/11/2014,Selzer & Co.,Bloomberg News,Bloomberg Poll,03/7/2014,03/10/2014,Y,National adult,1001,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,49.0,49.0,2.0
USORC.031614.R04A,"We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them....Barack Obama",* = less than .5%.,nan,03/16/2014,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,03/7/2014,03/9/2014,Y,National adult,801,Q4A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 558 interviews among landline respondents and 243 interviews among cell phone respondents.,49.0,49.0,1.0
USASFOX.102313.R05,I'm going to read you the names of several groups and individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so....Barack Obama,nan,nan,10/23/2013,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,10/20/2013,10/22/2013,Y,Registered voters,280,Q5,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI)","690 respondents were interviewed on a landline telephone, and 330 were interviewed on a cell phone. Interviews were conducted by Braun Research.",45.0,50.0,4.0
USASFOX.032316.R06,I'm going to read you the names of several individuals. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of one please just say so....Barack Obama,* = less than .5 percent,nan,03/23/2016,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,03/20/2016,03/22/2016,Y,National registered voters,1000,nan,Telephone Interview,"485 respondents were interviewed on a landline telephone, and 511 were interviewed on a cell phone. Interviews were conducted by Braun Research.",49.0,48.0,3.0
